Date,spx_Close,spx_Adj Close,vix_3m_Close,vix_6m_Close,vix_9d_Close,vix_cur_Close,total_users_holding,avg_users_holding_ln_ret,avg_users_holding_pct_chg
4/6/2015,2080.620117,2080.620117,16.82,18.58,14.16,14.74,,,
4/7/2015,2076.330078,2076.330078,16.8,18.65,13.9,14.78,,,
4/8/2015,2081.899902,2081.899902,16.4,18.34,12.8,13.98,,,
4/9/2015,2091.179932,2091.179932,16.02,17.82,11.41,13.09,,,
4/10/2015,2102.060059,2102.060059,15.46,17.47,9.91,12.58,,,
4/13/2015,2092.429932,2092.429932,16.32,18.07,12.49,13.94,,,
4/14/2015,2095.840088,2095.840088,15.85,17.93,11.72,13.67,,,
4/15/2015,2106.629883,2106.629883,15.69,17.53,10.59,12.84,,,
4/16/2015,2104.98999,2104.98999,15.33,17.47,10.74,12.6,,,
4/17/2015,2081.179932,2081.179932,16.14,18.06,12.91,13.89,,,
4/20/2015,2100.399902,2100.399902,15.58,17.73,12.62,13.3,,,
4/21/2015,2097.290039,2097.290039,15.52,17.73,12.58,13.25,,,
4/22/2015,2107.959961,2107.959961,15.46,17.48,11.83,12.71,,,
4/23/2015,2112.929932,2112.929932,15.17,17.46,11.84,12.48,,,
4/24/2015,2117.689941,2117.689941,15.26,17.43,10.86,12.29,,,
