Date,spx_Close,spx_Adj Close,vix_3m_Close,vix_6m_Close,vix_9d_Close,vix_cur_Close
2015-08-28,1988.869995,1988.869995,25.34,24.0,27.11,26.05
2015-08-31,1972.180054,1972.180054,26.53,25.45,28.26,28.43
2015-09-01,1913.849976,1913.849976,29.53,27.39,31.21,31.4
2015-09-02,1948.859985,1948.859985,26.19,25.31,24.26,26.09
2015-09-03,1951.130005,1951.130005,26.2,25.44,23.99,25.61
2015-09-04,1921.219971,1921.219971,28.07,26.25,26.88,27.8
2015-09-08,1969.410034,1969.410034,25.69,25.02,24.42,24.9
2015-09-09,1942.040039,1942.040039,26.31,26.04,27.9,26.23
2015-09-10,1952.290039,1952.290039,25.65,24.71,26.11,24.37
2015-09-11,1961.050049,1961.050049,24.68,24.87,23.43,23.2
2015-09-14,1953.030029,1953.030029,23.7,24.27,25.52,24.25
2015-09-15,1978.089966,1978.089966,23.12,22.84,24.62,22.54
2015-09-16,1995.310059,1995.310059,22.33,21.57,23.75,21.35
2015-09-17,1990.199951,1990.199951,21.14,21.44,22.25,21.14
2015-09-18,1958.030029,1958.030029,23.2,22.9,21.78,22.28
2015-09-21,1966.969971,1966.969971,21.59,21.85,19.61,20.14
2015-09-22,1942.73999,1942.73999,23.28,23.14,23.45,22.44
2015-09-23,1938.76001,1938.76001,22.88,22.79,22.46,22.13
2015-09-24,1932.23999,1932.23999,23.46,23.2,24.22,23.47
2015-09-25,1931.339966,1931.339966,24.4,23.55,22.89,23.62
2015-09-28,1881.77002,1881.77002,26.38,25.33,30.26,27.63
2015-09-29,1884.089966,1884.089966,26.0,24.96,28.56,26.83
2015-09-30,1920.030029,1920.030029,24.75,24.09,25.7,24.5
2015-10-01,1923.819946,1923.819946,23.83,23.6,21.93,22.55
2015-10-02,1951.359985,1951.359985,22.6,23.05,19.35,20.94
2015-10-05,1987.050049,1987.050049,21.33,21.99,19.02,19.54
2015-10-06,1979.920044,1979.920044,21.59,22.06,18.19,19.4
2015-10-07,1995.829956,1995.829956,20.71,21.41,16.39,18.4
2015-10-08,2013.430054,2013.430054,20.09,21.08,15.47,17.42
2015-10-09,2014.890015,2014.890015,19.85,20.52,14.27,17.08
2015-10-12,2017.459961,2017.459961,19.26,20.1,14.73,16.17
2015-10-13,2003.689941,2003.689941,20.5,21.1,16.53,17.67
2015-10-14,1994.23999,1994.23999,20.81,21.34,16.9,18.03
2015-10-15,2023.859985,2023.859985,19.43,19.86,13.85,16.05
2015-10-16,2033.109985,2033.109985,18.67,19.94,12.89,15.05
2015-10-19,2033.660034,2033.660034,17.86,19.4,13.87,14.98
2015-10-20,2030.77002,2030.77002,18.6,19.89,15.01,15.75
2015-10-21,2018.939941,2018.939941,19.46,20.86,16.67,16.7
2015-10-22,2052.51001,2052.51001,17.16,19.1,13.1,14.45
2015-10-23,2075.149902,2075.149902,17.48,19.21,13.15,14.46
2015-10-26,2071.179932,2071.179932,17.99,19.76,15.2,15.29
2015-10-27,2065.889893,2065.889893,18.14,19.68,16.31,15.43
2015-10-28,2090.350098,2090.350098,17.49,19.23,14.57,14.33
2015-10-29,2089.409912,2089.409912,17.81,19.53,14.54,14.61
2015-10-30,2079.360107,2079.360107,18.4,19.84,14.31,15.07
2015-11-02,2104.050049,2104.050049,17.42,19.18,13.68,14.15
2015-11-03,2109.790039,2109.790039,17.47,19.19,13.81,14.54
2015-11-04,2102.310059,2102.310059,18.31,19.66,14.76,15.51
2015-11-05,2099.929932,2099.929932,17.81,19.48,14.22,15.05
2015-11-06,2099.199951,2099.199951,17.45,19.13,12.6,14.33
2015-11-09,2078.580078,2078.580078,18.85,19.98,16.39,16.52
2015-11-10,2081.719971,2081.719971,18.02,19.68,14.29,15.29
2015-11-11,2075.0,2075.0,18.45,19.73,15.6,16.06
2015-11-12,2045.969971,2045.969971,20.17,21.0,18.39,18.37
2015-11-13,2023.040039,2023.040039,21.58,22.3,20.43,20.08
2015-11-16,2053.189941,2053.189941,19.98,21.05,16.81,18.16
2015-11-17,2050.439941,2050.439941,20.43,21.01,17.02,18.84
2015-11-18,2083.580078,2083.580078,19.22,20.17,13.33,16.85
2015-11-19,2081.23999,2081.23999,19.64,20.65,13.62,16.99
2015-11-20,2089.169922,2089.169922,18.94,20.77,12.4,15.47
2015-11-23,2086.590088,2086.590088,18.63,20.11,14.07,15.62
2015-11-24,2089.139893,2089.139893,18.71,20.3,14.54,15.93
2015-11-25,2088.8701170000004,2088.8701170000004,18.19,19.93,14.35,15.19
2015-11-27,2090.110107,2090.110107,17.35,19.51,14.21,15.12
2015-11-30,2080.409912,2080.409912,18.49,20.11,16.6,16.13
2015-12-01,2102.629883,2102.629883,17.58,19.79,13.99,14.67
2015-12-02,2079.51001,2079.51001,18.33,19.97,15.97,15.91
2015-12-03,2049.6201170000004,2049.6201170000004,20.11,21.28,18.71,18.11
2015-12-04,2091.689941,2091.689941,18.17,19.65,13.65,14.81
2015-12-07,2077.070068,2077.070068,18.65,19.95,16.0,15.84
2015-12-08,2063.590088,2063.590088,20.06,20.8,18.81,17.6
2015-12-09,2047.619995,2047.619995,21.05,21.56,22.07,19.61
2015-12-10,2052.22998,2052.22998,20.76,21.74,20.42,19.34
2015-12-11,2012.369995,2012.369995,24.38,24.59,28.0,24.39
2015-12-14,2021.939941,2021.939941,23.3,23.4,25.78,22.73
2015-12-15,2043.410034,2043.410034,21.86,22.45,23.05,20.95
2015-12-16,2073.070068,2073.070068,19.57,20.73,18.81,17.86
2015-12-17,2041.890015,2041.890015,20.37,21.47,18.88,18.94
2015-12-18,2005.550049,2005.550049,21.26,22.51,19.38,20.7
2015-12-21,2021.150024,2021.150024,21.11,21.87,17.55,18.7
2015-12-22,2038.969971,2038.969971,19.84,20.98,15.06,16.6
2015-12-23,2064.290039,2064.290039,19.33,20.61,13.64,15.57
2015-12-24,2060.98999,2060.98999,19.69,20.75,13.47,15.74
2015-12-28,2056.5,2056.5,19.68,20.65,15.79,16.91
2015-12-29,2078.360107,2078.360107,19.1,20.23,14.74,16.08
2015-12-30,2063.360107,2063.360107,19.59,20.38,15.96,17.29
2015-12-31,2043.939941,2043.939941,19.8,20.59,17.52,18.21
2016-01-04,2012.660034,2012.660034,22.01,22.13,21.93,20.7
2016-01-05,2016.709961,2016.709961,20.52,21.21,19.37,19.34
2016-01-06,1990.26001,1990.26001,21.27,22.14,20.6,20.59
2016-01-07,1943.089966,1943.089966,24.62,24.2,26.19,24.99
2016-01-08,1922.030029,1922.030029,26.23,25.49,27.98,27.01
2016-01-11,1923.670044,1923.670044,24.73,24.53,24.21,24.3
2016-01-12,1938.680054,1938.680054,22.53,23.4,22.3,22.47
2016-01-13,1890.280029,1890.280029,24.89,24.82,25.57,25.22
2016-01-14,1921.839966,1921.839966,23.53,24.09,24.63,23.95
2016-01-15,1880.329956,1880.329956,26.88,26.19,29.6,27.02
2016-01-19,1881.329956,1881.329956,26.44,25.64,30.43,26.05
2016-01-20,1859.329956,1859.329956,27.81,26.8,32.85,27.59
2016-01-21,1868.98999,1868.98999,26.71,26.54,29.99,26.69
2016-01-22,1906.900024,1906.900024,24.28,24.58,22.59,22.34
2016-01-25,1877.079956,1877.079956,25.25,25.45,26.04,24.15
2016-01-26,1903.630005,1903.630005,23.29,24.34,24.25,22.5
2016-01-27,1882.949951,1882.949951,24.47,25.05,24.51,23.11
2016-01-28,1893.359985,1893.359985,24.02,24.61,23.4,22.42
2016-01-29,1940.23999,1940.23999,22.66,22.82,19.37,20.2
2016-02-01,1939.380005,1939.380005,22.01,22.42,19.68,19.98
2016-02-02,1903.030029,1903.030029,23.41,23.71,22.19,21.98
2016-02-03,1912.530029,1912.530029,23.2,23.64,22.35,21.65
2016-02-04,1915.449951,1915.449951,23.66,24.18,21.75,21.84
2016-02-05,1880.050049,1880.050049,24.48,25.03,22.96,23.38
2016-02-08,1853.439941,1853.439941,25.98,26.29,26.4,26.0
2016-02-09,1852.209961,1852.209961,26.8,26.65,26.84,26.54
2016-02-10,1851.859985,1851.859985,26.72,26.65,25.53,26.29
2016-02-11,1829.079956,1829.079956,27.72,27.85,27.36,28.14
2016-02-12,1864.780029,1864.780029,26.23,26.96,22.71,25.4
2016-02-16,1895.579956,1895.579956,25.01,25.97,21.81,24.11
2016-02-17,1926.819946,1926.819946,23.55,24.77,20.27,22.31
2016-02-18,1917.829956,1917.829956,23.2,24.46,19.53,21.64
2016-02-19,1917.780029,1917.780029,22.8,24.11,18.22,20.53
2016-02-22,1945.5,1945.5,21.62,23.25,18.39,19.38
2016-02-23,1921.27002,1921.27002,22.44,24.01,20.69,20.98
2016-02-24,1929.800049,1929.800049,22.34,23.62,20.72,20.72
2016-02-25,1951.699951,1951.699951,21.24,22.84,17.79,19.11
2016-02-26,1948.050049,1948.050049,21.86,23.11,18.56,19.81
2016-02-29,1932.22998,1932.22998,22.39,23.57,20.36,20.55
2016-03-01,1978.349976,1978.349976,20.28,21.99,17.04,17.7
2016-03-02,1986.449951,1986.449951,19.92,21.5,15.78,17.09
2016-03-03,1993.400024,1993.400024,19.49,21.11,15.91,16.7
2016-03-04,1999.98999,1999.98999,19.63,21.17,15.86,16.86
2016-03-07,2001.76001,2001.76001,19.9,21.54,17.66,17.35
2016-03-08,1979.26001,1979.26001,21.04,22.45,19.17,18.67
2016-03-09,1989.26001,1989.26001,20.75,22.17,18.79,18.34
2016-03-10,1989.569946,1989.569946,20.71,22.08,17.66,18.05
2016-03-11,2022.189941,2022.189941,19.47,21.3,15.2,16.5
2016-03-14,2019.640015,2019.640015,19.42,21.06,15.99,16.92
2016-03-15,2015.930054,2015.930054,19.33,20.91,16.46,16.84
2016-03-16,2027.219971,2027.219971,18.48,20.19,14.07,14.99
2016-03-17,2040.589966,2040.589966,18.14,19.83,13.05,14.44
2016-03-18,2049.580078,2049.580078,17.93,19.78,12.47,14.02
2016-03-21,2051.600098,2051.600098,17.59,19.49,12.77,13.79
2016-03-22,2049.800049,2049.800049,17.75,19.59,13.14,14.17
2016-03-23,2036.709961,2036.709961,18.3,20.13,13.36,14.94
2016-03-24,2035.939941,2035.939941,18.27,20.06,12.35,14.74
2016-03-28,2037.050049,2037.050049,18.3,20.06,14.07,15.24
2016-03-29,2055.01001,2055.01001,17.24,19.18,12.17,13.82
2016-03-30,2063.949951,2063.949951,16.92,18.93,11.87,13.56
2016-03-31,2059.73999,2059.73999,17.08,19.03,12.25,13.95
2016-04-01,2072.780029,2072.780029,16.5,18.58,10.92,13.1
2016-04-04,2066.129883,2066.129883,17.23,19.14,12.5,14.12
2016-04-05,2045.170044,2045.170044,18.38,20.06,13.96,15.42
2016-04-06,2066.659912,2066.659912,17.28,19.25,12.56,14.09
2016-04-07,2041.910034,2041.910034,18.86,20.61,15.2,16.16
2016-04-08,2047.599976,2047.599976,18.32,20.26,13.59,15.36
2016-04-11,2041.98999,2041.98999,18.89,20.74,15.59,16.26
2016-04-12,2061.719971,2061.719971,17.97,19.94,13.71,14.85
2016-04-13,2082.419922,2082.419922,17.26,19.39,12.45,13.84
2016-04-14,2082.780029,2082.780029,17.24,19.4,12.32,13.72
2016-04-15,2080.72998,2080.72998,17.16,19.3,12.2,13.62
2016-04-18,2094.340088,2094.340088,16.51,18.75,12.86,13.35
2016-04-19,2100.800049,2100.800049,16.47,18.59,12.86,13.24
2016-04-20,2102.399902,2102.399902,16.6,18.74,12.8,13.28
2016-04-21,2091.47998,2091.47998,17.14,19.28,13.18,13.95
2016-04-22,2091.580078,2091.580078,16.64,19.02,11.93,13.22
2016-04-25,2087.790039,2087.790039,17.22,19.31,13.62,14.08
2016-04-26,2091.699951,2091.699951,16.92,19.11,13.5,13.96
2016-04-27,2095.149902,2095.149902,16.77,19.01,12.81,13.77
2016-04-28,2075.810059,2075.810059,17.78,19.75,14.55,15.22
2016-04-29,2065.300049,2065.300049,18.45,20.28,14.79,15.7
2016-05-02,2081.429932,2081.429932,17.78,19.82,13.77,14.68
2016-05-03,2063.3701170000004,2063.3701170000004,18.57,20.47,15.17,15.6
2016-05-04,2051.1201170000004,2051.1201170000004,18.91,20.76,15.47,16.05
2016-05-05,2050.629883,2050.629883,18.92,20.83,15.37,15.91
2016-05-06,2057.139893,2057.139893,18.27,20.4,13.38,14.72
2016-05-09,2058.689941,2058.689941,18.05,20.18,13.86,14.57
2016-05-10,2084.389893,2084.389893,17.18,19.53,12.8,13.63
2016-05-11,2064.459961,2064.459961,18.02,20.11,13.75,14.69
2016-05-12,2064.110107,2064.110107,17.75,19.9,13.46,14.41
2016-05-13,2046.609985,2046.609985,18.25,20.25,14.15,15.04
2016-05-16,2066.659912,2066.659912,17.7,19.87,13.59,14.68
2016-05-17,2047.209961,2047.209961,18.43,20.41,15.11,15.57
2016-05-18,2047.630005,2047.630005,18.54,20.47,15.34,15.95
2016-05-19,2040.040039,2040.040039,18.77,20.75,15.28,16.33
2016-05-20,2052.320068,2052.320068,18.05,20.32,12.73,15.2
